open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore
2026-01-11 08:15:00,90677.76,90732.37,90677.75,90729.3,38.96113,1768120199999,3534338.40545920,4880,29.56294000,2681734.98586680,0
2026-01-11 08:30:00,90729.29,90796.84,90675.52,90722.98,80.43888,1768121099999,7299591.07147580,19370,37.99048000,3447650.21285130,0
2026-01-11 08:45:00,90722.98,90816.0,90710.56,90790.01,88.23659,1768121999999,8008283.05695390,9857,61.95103000,5622393.31308140,0
2026-01-11 09:00:00,90790.01,90809.84,90767.85,90767.85,45.12113,1768122899999,4096805.13902040,5781,29.97288000,2721377.71655660,0
2026-01-11 09:15:00,90767.86,90815.44,90755.04,90755.05,67.89095,1768123799999,6163690.56422180,9384,49.59625000,4502793.24729790,0
2026-01-11 09:30:00,90755.05,90774.14,90675.6,90746.34,41.56908,1768124699999,3771142.69470600,15999,17.20018000,1560404.88736630,0
2026-01-11 09:45:00,90746.34,90785.37,90740.01,90740.02,26.27922,1768125599999,2384977.80618140,9839,11.00426000,998656.66606060,0
2026-01-11 10:00:00,90740.01,90740.02,90692.79,90733.76,32.10521,1768126499999,2912498.47253100,9013,10.37544000,941163.50909750,0
2026-01-11 10:15:00,90733.75,90733.76,90708.97,90720.44,29.27038,1768127399999,2655399.82244710,4461,14.80571000,1343131.01720690,0
2026-01-11 10:30:00,90720.44,90738.86,90692.79,90694.19,46.4669,1768128299999,4215409.86152840,6536,10.74610000,974909.28710310,0
2026-01-11 10:45:00,90694.19,90736.67,90694.18,90736.67,15.24065,1768129199999,1382633.80737590,3637,7.53953000,683987.66178910,0
2026-01-11 11:00:00,90736.66,90736.67,90695.05,90708.25,37.07551,1768130099999,3363289.82152830,8613,13.62544000,1235887.93767200,0
2026-01-11 11:15:00,90708.26,90714.4,90702.43,90714.4,17.94868,1768130999999,1628029.26498910,3966,5.38451000,488402.98049350,0
2026-01-11 11:30:00,90714.39,90750.0,90714.39,90726.15,29.15067,1768131899999,2644878.27495560,4534,15.91033000,1443503.31964520,0
